"no_of_dependents","education","self_employed","annual_income","loan_amount","loan_term","credit_score","residential_assets_value","commercial_assets_value","luxury_assets_value","bank_asset_value","loan_status"
0.8,0,1,-0.947372873387415,15.5382773342768,0.111111111111111,0.359936235941251,15.3195881769627,15.2505953213488,15.5019096967197,14.7318016898383,1
1,0,1,0.691480882304019,16.9935644299789,0.222222222222222,-1.53068165167579,14.6484201156819,16.2920490421154,17.1296965990004,16.0876365465664,0
0.6,0,1,1.40402599347421,17.2654981355419,0.444444444444444,1.45023121407623,16.8974205736309,16.3332071112204,17.3330084249962,15.8949522246441,1
0.4,0,0,1.68904403794228,17.0463149932234,0.555555555555556,-1.66406880325613,16.8211932118764,15.4641693758593,17.0541890493443,16.0455250656504,0
0.4,1,0,0.228326560043397,16.3004172910856,0.222222222222222,-1.37409673460321,15.0964446812041,15.8169906933095,16.8928228645936,15.2741258132219,0
0.2,0,1,-1.51740896232357,14.2855148122098,0.444444444444444,-0.950737514369949,13.458837042596,12.2060776455177,14.6039683728739,13.8155115579638,0
1,0,1,1.19026246012315,16.9065530567771,0,1.33424238661506,15.1505118878545,15.1764873675101,16.806230339946,15.5019096967197,1
0.6,1,0,-0.0566914844246788,16.2920490421154,0.333333333333333,0.0699641672883303,16.0876365465664,13.9978329480912,16.7599495897623,15.5733686479304,1
0.4,1,1,-1.19676366229698,15.039286283704,0.333333333333333,0.528120035759944,14.8087627013449,14.8451303322882,15.607270193859,13.7101511534169,1
0.6,0,0,-1.23239091785549,15.6400600113056,0.888888888888889,0.209150760241732,15.039286283704,13.458837042596,15.4832175672016,14.1519835088709,1
1,1,1,1.04775343788911,17.1187275680309,0.222222222222222,-1.46108835519909,15.6718087045799,12.6115410869661,16.6309193372672,15.7756054828566,0
1,1,0,-0.519845806685302,15.856731016694,0.777777777777778,1.33424238661506,15.7614208498767,14.0778755916622,16.1180957509583,14.8802216397842,1
0.6,0,1,-1.268018173414,15.444751293773,0.222222222222222,-1.43789058970686,11.5129354649202,12.2060776455177,15.5382773342768,13.7101511534169,0
0.2,1,0,0.976498926772095,16.7114225514847,0,0.649908304594171,15.9672728775028,16.231424425551,16.8928228645936,16.0127352464116,1
0.4,0,0,1.43965324903272,17.0303784015956,0.777777777777778,1.2878468556306,16.9200972812734,16.3087160932116,17.2494977947075,15.4641693758593,1
0.6,1,0,-1.30364542897251,15.039286283704,0.222222222222222,-0.347595611571875,12.2060776455177,14.2209763327389,15.1764873675101,13.5923682566493,0
0.4,1,1,-1.51740896232357,14.6484201156819,0.555555555555556,-1.49588500343744,14.6039683728739,14.0778755916622,14.4032977784218,13.5923682566493,0
1,1,0,0.513344604511472,16.410765339548,0.888888888888889,1.08486640757355,16.7169322069921,12.6115410869661,16.600521861931,15.5019096967197,1
0.8,1,0,1.04775343788911,17.1405466146321,0.777777777777778,-1.55967885854108,16.3804599923489,15.6560603500919,16.8789015267211,16.2042734389425,0
0.6,0,1,-0.306082273334245,16.4965321551717,0.222222222222222,0.458526739283244,14.6909797119848,15.747032114495,15.9788336985673,15.4047459671625,1
0.2,1,1,-0.0566914844246788,16.7651989453729,0.666666666666667,0.446927856537127,15.5019096967197,16.0237850813772,16.6890752540412,15.687312888712,1
0.6,0,0,0.157072048926378,16.8359354928891,0.555555555555556,0.197551877495615,13.5923682566493,15.9672728775028,16.7332813441026,15.9196448341857,1
0.2,0,1,1.58216227126676,16.7651989453729,0.777777777777778,0.359936235941251,11.5129354649202,16.1668859103658,17.4451706789434,16.2750994852381,1
0.8,1,0,0.798362648979548,17.0502597713588,0.777777777777778,-0.567974383748094,13.1223653774023,14.4032977784218,16.8359354928891,16.1668859103658,0
0.4,1,0,1.29714422679868,17.022313842084,0.444444444444444,-0.956536955743008,15.7324333172051,15.0682738121739,16.8974205736309,16.2403133721781,0
1,0,0,-0.448591295568283,15.8436589368355,0.111111111111111,0.516521153013828,15.9788336985673,11.5129354649202,16.0455250656504,15.039286283704,1
0.2,0,1,1.19026246012315,16.9510048173717,0.555555555555556,0.330939029075959,16.5498781323189,16.5101378063019,17.278116599103,15.9196448341857,1
0.4,1,1,0.0145630266923401,16.7961292444696,1,-0.0576235429189546,15.8169906933095,16.0455250656504,16.7807836755799,15.039286283704,1
1,0,0,0.584599115628491,17.0141837163313,0.555555555555556,1.26464909013836,13.9978329480912,15.5382773342768,16.6066757271267,15.6400600113056,1
0.4,0,0,-0.270455017775735,16.1763646534219,0.888888888888889,-0.979734721235241,14.557448378884,14.2209763327389,16.0455250656504,15.4641693758593,0
1,1,1,1.51090776014974,17.2332372743645,0.888888888888889,1.39803624171871,16.7756157056886,16.1476545502872,17.3593642689297,15.9788336985673,1
0.2,1,0,0.833989904538057,16.727861276927,1,-1.03772913496583,16.7332813441026,16.0237850813772,16.6777114960366,15.2264977755769,0
0.8,0,1,0.157072048926378,16.7169322069921,0.777777777777778,1.14286082130414,15.5559769082434,15.4047459671625,16.7386721924469,15.3841266842114,1
0.4,0,0,1.22588971568166,16.7546725329399,0.888888888888889,-0.707160976701496,16.9851961806585,16.6066757271267,17.0697535652798,16.249124001084,0
0.6,0,1,1.61778952682527,17.2332372743645,0.888888888888889,0.400532325552659,15.3630732794462,14.4573649704523,17.0926553286923,16.0455250656504,1
1,0,1,1.33277148235719,17.1793521876847,0.222222222222222,-1.3624978518571,17.010093731247,15.9672728775028,17.1260536078546,15.3630732794462,0
0.6,0,1,-0.62672757336083,15.8304137118399,1,-0.0808213084111883,14.2855148122098,15.5382773342768,16.1668859103658,14.8802216397842,1
0.8,1,1,-0.412964040009773,16.3251099016435,0.888888888888889,1.06746808345438,15.8436589368355,15.747032114495,16.3881228645073,14.8451303322882,1
0.2,1,0,-0.341709528892754,16.1476545502872,0.555555555555556,-1.36829729323015,16.0668024618339,15.623799493078,16.5168718380298,14.8451303322882,0
0.6,0,0,1.15463520456464,17.186248766506,0.444444444444444,0.667306628713346,15.623799493078,16.2920490421154,16.9977224399547,16.2920490421154,1
0,0,1,-0.840491106711887,16.1280460808214,1,0.539718918506061,12.2060776455177,14.3461393972616,15.5904630783675,14.1519835088709,0
0.8,1,0,0.192699304484887,16.3332071112204,0.111111111111111,1.02687199384297,15.5202588320209,14.946912992036,16.2836101741817,15.5202588320209,1
0,1,0,-1.12550915117996,15.4249486703984,0.555555555555556,-1.66986824462919,15.2018051690841,14.8451303322882,15.4047459671625,14.6909797119848,0
0.8,0,1,-1.62429072899909,14.2209763327389,1,-1.50748388618356,11.5129354649202,12.2060776455177,14.4573649704523,13.3046866008636,0
1,1,1,0.0858175378093589,16.7386721924469,0.111111111111111,-1.24070958302287,14.8087627013449,16.0876365465664,16.2920490421154,15.2505953213488,1
1,0,0,0.691480882304019,16.7224116724565,0.111111111111111,-1.055127459085,16.727861276927,16.2750994852381,16.8835635396095,15.8436589368355,0
0.6,0,1,0.263953815601906,16.6309193372672,0.777777777777778,0.783295456174514,15.1764873675101,16.0562203536232,16.3492074512868,15.5382773342768,1
0.4,0,0,-0.876118362270396,15.9437423828612,0.222222222222222,-0.614369914732562,15.687312888712,15.1505118878545,15.5382773342768,14.5086582385241,0
0.4,0,0,-1.12550915117996,15.687312888712,0.888888888888889,0.412131208298776,13.3046866008636,14.7318016898383,15.3841266842114,13.9108216468591,1
0.8,1,0,0.228326560043397,16.5101378063019,0.777777777777778,0.562916683998295,16.4757701651602,15.8696344198649,16.3727379468513,15.6560603500919,1
0,1,0,1.40402599347421,17.327056026646,0.333333333333333,1.16605858679637,16.2665157422835,16.0015619470619,17.3822224063526,16.2224557563726,1
0.4,0,0,1.22588971568166,17.1965052663225,0.555555555555556,-0.138815722141772,16.6834095168266,15.5382773342768,17.0423545921642,16.0127352464116,1
0,0,0,-1.55303621788208,14.1519835088709,0.666666666666667,0.226549084360907,14.4573649704523,13.458837042596,14.6909797119848,13.7101511534169,1
0.8,1,0,-0.555473062243811,16.0015619470619,0.111111111111111,-0.753556507685963,14.0778755916622,14.6039683728739,16.3251099016435,14.5086582385241,0
0,0,0,1.33277148235719,17.255928684831,0.111111111111111,1.31104462112283,14.8802216397842,13.1223653774023,17.3210679849807,15.9672728775028,1
0.4,0,1,1.72467129350079,16.8695117868121,0.777777777777778,-1.37409673460321,17.0541890493443,16.249124001084,17.0964218113459,15.7324333172051,0
0.6,1,0,-0.519845806685302,15.9672728775028,1,0.0757636086613887,16.0562203536232,12.6115410869661,16.1476545502872,15.009433329467,1
0.6,0,1,-0.733609340036358,15.9196448341857,0.777777777777778,0.655707745967229,15.4832175672016,15.5733686479304,16.2134059216717,15.039286283704,1
0.4,1,0,0.620226371187001,16.8695117868121,0.777777777777778,-0.933339190250774,16.6545890799524,15.3630732794462,16.9639639614544,15.0964446812041,0
1,0,1,-1.41052719564804,15.1505118878545,0.888888888888889,-1.23491014164981,14.0778755916622,13.9978329480912,15.1505118878545,14.2855148122098,0
0.2,0,1,1.29714422679868,17.1583723979492,0.333333333333333,-1.14791852105394,16.8310455078341,16.4255804242357,17.1441372826339,16.1378983762937,0
0.8,1,1,-1.08988189562145,15.8949522246441,0.222222222222222,1.37483847622647,15.444751293773,14.771022387607,15.1764873675101,14.8802216397842,1
0.4,0,0,1.68904403794228,17.4425146349559,0.444444444444444,0.238147967107024,16.9977224399547,0,16.968246623063,15.8436589368355,1
0.8,1,0,0.228326560043397,16.8647836458397,0.888888888888889,-0.643367121597854,13.1223653774023,15.2741258132219,16.3412392822725,15.607270193859,0
0.8,1,0,1.33277148235719,16.8456443065448,0.888888888888889,-0.347595611571875,16.7704208890813,14.9786616802699,16.9245715614681,16.357112630169,0
0.8,1,0,-0.448591295568283,16.0015619470619,0.111111111111111,1.41543456583788,16.0237850813772,15.0682738121739,16.3881228645073,15.3630732794462,1
0.2,1,0,-1.19676366229698,15.6718087045799,0.444444444444444,-0.857946452401015,13.7101511534169,13.9108216468591,15.5382773342768,14.557448378884,0
0.4,1,0,-1.44615445120655,14.5086582385241,0.444444444444444,-1.35669841048404,13.9978329480912,12.899222326087,14.9786616802699,14.0778755916622,0
1,1,0,-1.69554524011611,13.9108216468591,0,-1.73946154110589,11.5129354649202,13.1223653774023,13.458837042596,12.899222326087,1
0.4,1,1,0.548971860069982,16.5235608257331,0.888888888888889,-0.753556507685963,13.9978329480912,15.3841266842114,16.7169322069921,15.7614208498767,0
0.4,0,0,1.29714422679868,17.0343864228325,1,1.51402506917987,16.5033581197762,15.9555768391076,16.95966287974,15.8033850431049,1
0.8,1,0,1.54653501570825,17.1965052663225,0.555555555555556,-0.22000790136459,17.0697535652798,16.536806051606,17.4100793600795,15.7756054828566,1
0,1,0,-0.234827762217226,16.195056784687,0.666666666666667,-0.794152597297372,14.6909797119848,15.3841266842114,16.4401792225912,15.3630732794462,0
0.8,0,0,-1.6599179845576,13.7101511534169,0.555555555555556,-0.707160976701496,13.458837042596,11.5129354649202,13.9978329480912,11.5129354649202,0
0.4,0,1,-1.69554524011611,13.9108216468591,0,0.591913890863587,12.6115410869661,12.2060776455177,13.1223653774023,12.2060776455177,1
0.4,0,1,-0.270455017775735,16.3727379468513,1,0.104760815526681,16.249124001084,15.0964446812041,16.249124001084,14.6909797119848,1
0.8,1,0,-1.23239091785549,15.3195881769627,0.555555555555556,0.191752436122557,13.458837042596,14.3461393972616,15.2264977755769,14.4573649704523,1
1,0,1,0.406462837835944,16.9767573123687,0.444444444444444,-1.55967885854108,16.7332813441026,16.1476545502872,16.9851961806585,15.9788336985673,0
0.6,0,1,-0.306082273334245,16.0876365465664,0.777777777777778,1.39803624171871,15.8696344198649,12.6115410869661,16.6309193372672,15.444751293773,1
0.8,0,1,1.40402599347421,16.7114225514847,0.555555555555556,0.951479255993208,13.3046866008636,16.6188709994769,16.8504635927485,16.2665157422835,1
0,1,0,-0.840491106711887,16.1763646534219,0.222222222222222,-0.0518241015458962,14.0778755916622,14.8087627013449,16.1080454161149,14.4032977784218,1
0.2,1,1,1.65341678238377,17.3962478813137,0,0.69050439420558,16.7910401752212,15.8436589368355,16.8310455078341,16.2042734389425,1
0.4,1,0,-0.62672757336083,15.7324333172051,0.666666666666667,-1.6408710377639,15.039286283704,12.6115410869661,16.2750994852381,15.0964446812041,0
0,0,0,-1.69554524011611,13.9108216468591,0.333333333333333,1.03267143521603,13.5923682566493,12.2060776455177,13.7101511534169,11.5129354649202,1
0.6,1,1,0.833989904538057,16.7169322069921,0.666666666666667,-1.72786265835978,15.5382773342768,14.946912992036,16.7003113266769,15.4249486703984,0
1,0,0,0.727108137862529,16.7961292444696,0.333333333333333,-0.567974383748094,15.8033850431049,15.5382773342768,17.0463149932234,16.0978930456816,0
1,0,1,0.798362648979548,16.9110882117368,0.888888888888889,1.61841501389492,16.785925074816,16.1763646534219,16.7756157056886,16.0978930456816,1
0.2,0,0,1.19026246012315,16.968246623063,0.666666666666667,-0.944938072996891,16.5498781323189,15.5733686479304,17.324066487887,15.9073747430994,0
0,0,1,-0.62672757336083,16.195056784687,0.555555555555556,1.14286082130414,13.3046866008636,15.607270193859,15.856731016694,15.009433329467,1
0.8,0,1,0.263953815601906,16.95966287974,0.888888888888889,-0.834748686908781,16.5943298920665,15.2505953213488,16.9334605084903,15.8304137118399,0
0,0,0,-1.58866347344059,14.2855148122098,0.222222222222222,0.272944615345375,14.2209763327389,13.3046866008636,14.2209763327389,13.458837042596,1
0,0,0,0.762735393421038,16.5755205612883,0.555555555555556,-1.28130567263428,16.357112630169,16.3169465916707,16.8835635396095,15.0964446812041,0
0.2,0,1,1.43965324903272,17.3089832461307,0,0.678905511459463,14.6039683728739,14.5086582385241,16.9767573123687,15.5904630783675,1
1,1,0,-1.48178170676506,14.6484201156819,0.777777777777778,-0.318598404706583,11.5129354649202,12.2060776455177,14.8087627013449,13.5923682566493,0
0.4,1,0,-1.51740896232357,14.9786616802699,0.333333333333333,-1.6408710377639,12.6115410869661,13.8155115579638,14.5086582385241,13.7101511534169,0
0.2,0,0,1.22588971568166,17.3089832461307,0.444444444444444,-0.173612370380123,15.444751293773,15.6400600113056,16.8359354928891,15.5202588320209,1
0,0,1,1.40402599347421,16.7440341353008,0.888888888888889,1.53722283467211,17.1039124827945,0,16.8552597647819,16.2403133721781,1
0.6,1,0,0.691480882304019,16.785925074816,0.666666666666667,0.69050439420558,16.3169465916707,16.1476545502872,16.7169322069921,16.1378983762937,1
0.6,1,0,-1.73117249567462,13.3046866008636,0.777777777777778,1.28204741425754,12.899222326087,11.5129354649202,13.1223653774023,11.5129354649202,1
0.8,0,1,-1.6599179845576,13.5923682566493,0.444444444444444,1.50242618643376,13.7101511534169,13.1223653774023,13.5923682566493,12.2060776455177,1
0.6,0,0,0.0145630266923401,16.7169322069921,0.444444444444444,-1.18851461066534,11.5129354649202,15.8949522246441,16.5563506464056,15.6560603500919,0
0.4,0,1,-1.55303621788208,14.771022387607,0.555555555555556,-0.991333603981358,14.2855148122098,14.0778755916622,14.8087627013449,13.5923682566493,0
0.6,1,0,-1.6599179845576,13.9978329480912,0.555555555555556,1.51402506917987,12.2060776455177,13.3046866008636,13.9108216468591,12.2060776455177,1
0,0,1,1.58216227126676,16.8504635927485,0.666666666666667,-0.202609577245415,16.5302053680103,16.2920490421154,17.3389256018492,16.410765339548,1
1,1,0,1.33277148235719,16.9334605084903,0.444444444444444,-1.40889338284156,15.8823734440195,15.9672728775028,16.7169322069921,15.4047459671625,0
0.6,0,1,-1.16113640673847,15.0964446812041,0.888888888888889,-0.782553714551255,13.3046866008636,13.1223653774023,15.5019096967197,14.771022387607,0
0.8,0,1,0.620226371187001,16.4473994700434,0.333333333333333,-0.701361535328438,16.2750994852381,16.0237850813772,17.062001588776,16.0772737606047,0
0.6,0,0,-1.268018173414,15.5202588320209,0.777777777777778,0.678905511459463,14.557448378884,13.5923682566493,15.2971153261612,14.0778755916622,1
0.6,1,0,-1.23239091785549,15.5202588320209,0.555555555555556,-1.01453136947359,13.3046866008636,13.5923682566493,15.5019096967197,13.7101511534169,0
0.4,0,0,-0.163573251100207,16.6309193372672,0,1.07906696620049,12.2060776455177,15.5904630783675,16.4473994700434,15.623799493078,1
1,0,1,-1.01862738450443,15.7176182336149,0.222222222222222,-1.2639073485151,15.2971153261612,14.0778755916622,15.9672728775028,13.9108216468591,0
0.6,0,1,-0.769236595594868,15.9555768391076,0.555555555555556,-0.208409018618473,13.8155115579638,14.946912992036,15.8304137118399,14.4032977784218,1
0,1,0,-1.73117249567462,13.458837042596,0.333333333333333,-0.573773825121153,13.1223653774023,12.2060776455177,13.458837042596,11.5129354649202,0
0.4,0,1,-0.911745617828906,16.0562203536232,0.444444444444444,0.736899925190047,15.7025803585118,15.2264977755769,16.0668024618339,15.009433329467,1
0.8,0,0,-0.519845806685302,15.8304137118399,0.222222222222222,1.7054066344908,13.9108216468591,15.687312888712,15.8169906933095,14.8451303322882,1
0,1,1,0.157072048926378,16.6309193372672,0.888888888888889,1.328442945242,15.5202588320209,14.0778755916622,16.3649558070148,15.5904630783675,1
0.8,0,0,0.548971860069982,16.671980821656,1,-0.544776618255861,14.771022387607,16.1180957509583,17.0697535652798,15.7895917228752,0
0.4,1,1,1.26151697124017,17.2843666192529,0.222222222222222,1.17185802816943,16.0562203536232,16.6309193372672,17.0141837163313,16.0978930456816,1
1,0,0,-1.58866347344059,14.2209763327389,0.666666666666667,-0.3301972874527,12.6115410869661,13.7101511534169,14.557448378884,12.6115410869661,0
0.6,1,1,-1.30364542897251,14.9786616802699,1,0.997874786977675,14.6909797119848,13.7101511534169,15.444751293773,14.2855148122098,1
0.6,1,0,-0.377336784451264,16.2224557563726,0.555555555555556,-0.162013487634006,16.0876365465664,11.5129354649202,16.3412392822725,14.6909797119848,1
0,0,1,-0.0566914844246788,16.2920490421154,0.777777777777778,0.632509980474996,16.4965321551717,13.7101511534169,16.7332813441026,15.1505118878545,1
1,1,0,-1.08988189562145,15.6400600113056,0.888888888888889,-1.14791852105394,15.2018051690841,14.557448378884,15.7895917228752,13.9108216468591,0
0.2,0,1,0.0501902822508495,16.7756157056886,0.333333333333333,-0.689762652582321,16.4757701651602,16.0668024618339,16.7493674809917,15.2505953213488,0
1,1,1,1.3683987379157,17.1758859798284,0.222222222222222,0.997874786977675,16.4255804242357,15.5202588320209,16.8310455078341,15.9437423828612,1
0.2,1,1,0.513344604511472,16.8408016823035,0,-1.70466489286754,16.5818297300835,14.4573649704523,16.7114225514847,14.9786616802699,1
0.4,0,0,-1.33927268453102,15.3195881769627,0.222222222222222,-1.07252578320418,0,13.7101511534169,14.8802216397842,13.9978329480912,0
0.6,0,0,1.54653501570825,17.3708586480251,0.777777777777778,-0.301200080587408,16.7169322069921,15.2971153261612,17.4018034510039,15.3841266842114,0
1,0,0,-0.0210642288661694,16.231424425551,0.333333333333333,0.586114449490528,16.0237850813772,13.1223653774023,16.4545679590081,15.3415670788506,1
0.4,1,0,-0.733609340036358,15.856731016694,0.555555555555556,1.68220886899857,15.3630732794462,15.2741258132219,15.9437423828612,14.557448378884,1
1,0,1,1.72467129350079,17.3210679849807,0.222222222222222,-1.36829729323015,15.4832175672016,16.7440341353008,17.1405466146321,15.9317661932487,0
1,1,1,-1.55303621788208,14.0778755916622,1,0.603512773609704,14.2855148122098,0,14.6039683728739,13.3046866008636,1
0.6,1,1,-0.377336784451264,16.1763646534219,0.444444444444444,-1.63507159639084,14.2209763327389,15.444751293773,15.8949522246441,15.4047459671625,0
1,0,0,-0.697982084477849,16.0772737606047,0,0.934080931874033,15.5733686479304,14.4032977784218,16.1573164602654,15.2505953213488,1
0.8,0,0,-0.199200506658717,16.5302053680103,0.222222222222222,0.539718918506061,15.1238436478847,14.2209763327389,16.6947090714421,15.607270193859,1
0.6,0,0,1.65341678238377,16.8408016823035,0.777777777777778,-0.440386673540809,17.0018632324492,16.2224557563726,17.1260536078546,15.623799493078,0
0.4,0,1,-1.08988189562145,15.4832175672016,0.444444444444444,0.47012562202936,15.4047459671625,14.1519835088709,15.2741258132219,14.8802216397842,1
0.4,1,1,1.08338069344762,16.9200972812734,0.888888888888889,0.794894338920631,16.9200972812734,16.3492074512868,17.1113474610056,15.8033850431049,1
0,0,0,0.228326560043397,16.5818297300835,0.777777777777778,0.220749642987849,11.5129354649202,16.0668024618339,16.6066757271267,15.3195881769627,1
0.8,0,0,0.263953815601906,16.3649558070148,0,0.3251395877029,13.1223653774023,15.4249486703984,16.5880993427041,14.8451303322882,1
0.2,1,0,-1.16113640673847,15.687312888712,0.222222222222222,-0.347595611571875,14.7318016898383,14.9786616802699,15.4249486703984,13.9108216468591,0
0.8,0,1,1.43965324903272,17.3765566689774,0.222222222222222,-1.5016844448105,13.8155115579638,12.6115410869661,16.9553432187821,15.9196448341857,0
0,0,1,-0.0923187399831883,16.6777114960366,0,-1.32770120361875,16.2750994852381,15.7324333172051,16.7440341353008,15.0682738121739,1
0.6,0,1,-0.448591295568283,16.1668859103658,0.555555555555556,1.65901110350633,15.2018051690841,13.1223653774023,16.5168718380298,14.6484201156819,1
0,0,0,-1.12550915117996,15.2264977755769,0.888888888888889,1.16605858679637,12.899222326087,13.5923682566493,15.3841266842114,13.9978329480912,1
0.6,0,1,-0.519845806685302,16.0668024618339,0.777777777777778,0.858688194024274,15.856731016694,14.6909797119848,16.0876365465664,14.771022387607,1
0.4,0,1,0.833989904538057,17.1548325713693,0.333333333333333,-1.29870399675345,16.9019972404488,15.4249486703984,16.671980821656,15.4641693758593,0
0.8,0,1,0.548971860069982,16.4757701651602,0.333333333333333,-1.32770120361875,16.195056784687,16.0668024618339,16.7332813441026,15.8169906933095,0
0.4,1,0,-1.16113640673847,15.4832175672016,0.222222222222222,1.31104462112283,15.3195881769627,13.458837042596,15.687312888712,14.0778755916622,1
0.8,0,0,1.47528050459123,17.1187275680309,0.555555555555556,1.58361836565657,15.3195881769627,14.4032977784218,17.335971390039,16.249124001084,1
1,0,1,-0.947372873387415,15.9672728775028,0.333333333333333,-1.68726656874837,13.1223653774023,13.3046866008636,15.5559769082434,14.8451303322882,0
0.8,0,0,0.192699304484887,16.40327466838,1,1.56042060016434,15.009433329467,15.8304137118399,16.8112428815183,15.687312888712,1
1,1,0,-0.448591295568283,16.4473994700434,0.555555555555556,-0.382392259810225,15.3630732794462,14.8802216397842,15.9196448341857,14.8451303322882,0
0.6,0,1,-0.199200506658717,16.7003113266769,0.222222222222222,1.08486640757355,16.0978930456816,15.0964446812041,16.4757701651602,15.2505953213488,1
0,1,1,-1.48178170676506,14.6039683728739,0.777777777777778,-0.196810135872356,11.5129354649202,13.458837042596,14.5086582385241,13.3046866008636,1
0,0,0,-0.804863851153377,16.1080454161149,0.333333333333333,0.823891545785923,15.4047459671625,14.0778755916622,15.7176182336149,14.3461393972616,1
0.4,0,0,0.869617160096567,16.9553432187821,0.111111111111111,1.29944573837671,16.3087160932116,16.2042734389425,17.0850795351708,16.0668024618339,1
0.8,1,0,-1.30364542897251,14.946912992036,0.666666666666667,-0.144615163514831,14.9141231799657,14.557448378884,15.4047459671625,14.1519835088709,1
0.4,1,1,-0.448591295568283,16.2042734389425,0.444444444444444,0.963078138739325,14.4573649704523,15.1764873675101,15.9672728775028,14.9141231799657,1
0.2,0,1,-1.19676366229698,15.4249486703984,0.444444444444444,1.67060998625245,14.8802216397842,13.7101511534169,15.2264977755769,14.6039683728739,1
0.6,1,1,1.40402599347421,17.2299531992712,0.222222222222222,0.220749642987849,16.6368895038973,16.2134059216717,17.1076368817468,16.0347141507149,1
1,0,1,0.798362648979548,16.9639639614544,0.222222222222222,0.127958581018914,15.7756054828566,16.2665157422835,17.0888746059953,16.1668859103658,1
0.2,0,0,0.833989904538057,16.8011925461698,0.888888888888889,-0.823149804162664,16.3492074512868,15.6400600113056,17.1369430072587,15.2018051690841,0
